543 1
0.340332 0.967285 | -2.50992 
0.359863 0.996582 | -3.29746 
0.36377 0.921387 | -4.92849 
0.316895 0.901855 | -5.43277 
0.376465 0.902832 | -5.93435 
0.428223 0.908691 | -4.53305 
0.416504 0.994629 | -1.22722 
0.479004 0.991699 | -0.934556 
0.440918 0.895996 | -5.07013 
0.470215 0.86084 | -6.13932 
0.45459 0.816895 | -4.96041 
0.425293 0.850098 | -5.62771 
0.381348 0.830566 | -6.10319 
0.42627 0.782715 | -4.04197 
0.380371 0.76709 | -2.96624 
0.458496 0.762207 | -3.70279 
0.478027 0.80127 | -4.28232 
0.483887 0.730957 | -3.96549 
0.445801 0.69873 | -4.38957 
0.469238 0.669434 | -5.21557 
0.441895 0.631348 | -3.61967 
0.379395 0.635254 | -1.87015 
0.418457 0.745605 | -3.69882 
0.365723 0.733887 | -1.92453 
0.324707 0.713379 | -3.19348 
0.287598 0.744629 | -6.54539 
0.277832 0.689941 | -4.97536 
0.278809 0.685059 | -4.70915 
0.289551 0.626465 | -2.23269 
0.364746 0.653809 | -1.92964 
0.342285 0.600098 | -2.45252 
0.289551 0.584473 | -3.61794 
0.262207 0.54541 | -4.53443 
0.300293 0.522949 | -4.76256 
0.331543 0.562012 | -3.47871 
0.350098 0.505371 | -4.05456 
0.378418 0.539551 | -2.10112 
0.42334 0.571777 | -1.81766 
0.499512 0.57373 | -3.14414 
0.462402 0.536621 | -2.56523 
0.500488 0.500488 | -3.66491 
0.507324 0.562012 | -2.48765 
0.555176 0.57373 | -2.40587 
0.57959 0.595215 | -4.32534 
0.615723 0.571777 | -5.98518 
0.57959 0.538574 | -1.45264 
0.614746 0.51123 | -1.24523 
0.682129 0.513184 | -3.02987 
0.695801 0.560059 | -2.20999 
0.70166 0.615723 | -4.00465 
0.659668 0.57959 | -5.63429 
0.650879 0.619629 | -6.25756 
0.646973 0.675293 | -3.07413 
0.660645 0.64209 | -5.47392 
0.744629 0.632324 | -4.06983 
0.718262 0.662598 | -3.60334 
0.737793 0.688965 | -3.02641 
0.714355 0.737793 | -4.21692 
0.677246 0.709473 | -1.8519 
0.626465 0.731934 | -3.82489 
0.592285 0.746582 | -6.47272 
0.590332 0.695801 | -3.45146 
0.575684 0.643066 | -1.22978 
0.553223 0.669434 | -3.56813 
0.505371 0.64502 | -5.40026 
0.528809 0.715332 | -5.48102 
0.549316 0.73877 | -6.04339 
0.518066 0.76123 | -4.15761 
0.543457 0.811035 | -6.18235 
0.564941 0.777832 | -6.65184 
0.61377 0.752441 | -5.96807 
0.611816 0.784668 | -7.4809 
0.591309 0.803223 | -7.97158 
0.568848 0.827637 | -7.88237 
0.604004 0.824707 | -8.34329 
0.599121 0.853027 | -8.07222 
0.580566 0.873535 | -7.88355 
0.557129 0.867676 | -8.36385 
0.559082 0.842285 | -8.01962 
0.532715 0.836426 | -7.01039 
0.51416 0.841309 | -6.7187 
0.51123 0.86084 | -7.46627 
0.526855 0.88623 | -8.14042 
0.552246 0.900879 | -7.54476 
0.556152 0.935059 | -4.90488 
0.507324 0.908691 | -7.15104 
0.528809 0.992676 | -2.93789 
0.535645 0.942871 | -4.97235 
0.57959 0.997559 | -4.27892 
0.606934 0.949707 | -0.741322 
0.570801 0.922363 | -5.14954 
0.605957 0.903809 | -4.3725 
0.687012 0.88623 | -3.20783 
0.647949 0.911621 | -2.64843 
0.629395 0.994629 | -4.72403 
0.661621 0.961426 | -5.57564 
0.690918 0.996582 | -6.21504 
0.727051 0.962402 | -7.4869 
0.746582 0.92041 | -6.72129 
0.70752 0.936035 | -7.18452 
0.73291 0.881348 | -4.09605 
0.737793 0.843262 | -2.64351 
0.690918 0.85498 | -1.66895 
0.655762 0.869629 | -4.06328 
0.664551 0.814941 | -5.23803 
0.655762 0.807129 | -5.92957 
0.662598 0.754395 | -3.13258 
0.693848 0.781738 | -3.70501 
0.742676 0.766113 | -6.00208 
0.760254 0.787598 | -6.37421 
0.808105 0.77002 | -5.53298 
0.858887 0.765137 | -3.26352 
0.838379 0.800293 | -4.62422 
0.852051 0.814941 | -4.26898 
0.840332 0.861816 | -2.22835 
0.812012 0.824707 | -4.86188 
0.76709 0.851074 | -3.95639 
0.803223 0.877441 | -3.45422 
0.780762 0.910645 | -5.36112 
0.752441 0.997559 | -5.10985 
0.783691 0.967285 | -5.10227 
0.82373 0.994629 | -1.5654 
0.820801 0.924316 | -3.58218 
0.853027 0.89502 | -0.716597 
0.924316 0.885254 | -4.64493 
0.897949 0.990723 | -1.15346 
0.958496 0.993652 | -2.00408 
0.943848 0.913574 | -4.00345 
0.995605 0.905762 | -4.58728 
0.969238 0.813965 | -5.14669 
0.962402 0.873535 | -5.80703 
0.883301 0.851074 | -4.1189 
0.930176 0.828613 | -6.38711 
0.88916 0.781738 | -4.7454 
0.937012 0.763184 | -4.66933 
0.964355 0.79248 | -4.74881 
0.991699 0.754395 | -2.55215 
0.95459 0.724121 | -3.14641 
0.983887 0.645996 | -3.16955 
0.913574 0.655762 | -2.3786 
0.913574 0.726074 | -1.84887 
0.833496 0.708496 | -1.79638 
0.77002 0.712402 | -3.43633 
0.812012 0.67627 | -3.77726 
0.763184 0.652832 | -3.95658 
0.834473 0.631348 | -5.78872 
0.846191 0.680176 | -3.71266 
0.844238 0.611816 | -4.97524 
0.825684 0.575684 | -3.96137 
0.789551 0.594238 | -5.82595 
0.758301 0.565918 | -3.10592 
0.786621 0.549316 | -2.90684 
0.776855 0.51416 | -3.90762 
0.815918 0.527832 | -3.1274 
0.873535 0.52002 | -4.67299 
0.912598 0.508301 | -5.00143 
0.896973 0.54834 | -2.88669 
0.907715 0.583496 | -1.17456 
0.97998 0.565918 | -0.77748 
0.999512 0.499512 | -0.317393 
0.922363 0.490723 | -4.94496 
0.89209 0.462402 | -5.5759 
0.933105 0.419434 | -1.95874 
0.967285 0.388184 | -0.922898 
0.983887 0.354004 | -0.569247 
0.983887 0.285645 | -3.37252 
0.942871 0.27002 | -3.77967 
0.92334 0.293457 | -3.66551 
0.884277 0.276855 | -3.07513 
0.897949 0.314941 | -3.18569 
0.841309 0.368652 | -2.45725 
0.86084 0.274902 | -3.09549 
0.819824 0.290527 | -2.94185 
0.799316 0.271973 | -3.58504 
0.79248 0.322754 | -2.26519 
0.771973 0.368652 | -4.40117 
0.753418 0.411621 | -6.24343 
0.781738 0.408691 | -7.74774 
0.810059 0.408691 | -7.57886 
0.846191 0.378418 | -3.04097 
0.837402 0.431152 | -7.33448 
0.812988 0.438965 | -8.59286 
0.838379 0.444824 | -7.61907 
0.845215 0.461426 | -7.35511 
0.844238 0.489746 | -6.42396 
0.824707 0.496582 | -5.95183 
0.807129 0.47998 | -7.25797 
0.791504 0.464355 | -8.23488 
0.759277 0.464355 | -7.42033 
0.72998 0.496582 | -4.79727 
0.697754 0.462402 | -3.81641 
0.745605 0.461426 | -6.76418 
0.711426 0.380371 | -2.48172 
0.679199 0.382324 | -6.28509 
0.652832 0.381348 | -9.72302 
0.630371 0.375488 | -11.3268 
0.629395 0.405762 | -12.4396 
0.625488 0.418457 | -12.4491 
0.635254 0.410645 | -11.8397 
0.643066 0.427246 | -10.2574 
0.628418 0.452637 | -9.36845 
0.685059 0.446777 | -3.92166 
0.675293 0.498535 | -3.12089 
0.618652 0.473145 | -7.11476 
0.603027 0.460449 | -9.61681 
0.589355 0.45166 | -10.8399 
0.567871 0.437988 | -11.0847 
0.560059 0.497559 | -4.70188 
0.521973 0.475098 | -5.54345 
0.556152 0.466309 | -8.16665 
0.515137 0.422363 | -4.83232 
0.515137 0.378418 | -2.74803 
0.562012 0.396973 | -10.5878 
0.563965 0.388184 | -10.3274 
0.584473 0.387207 | -12.1281 
0.588379 0.400879 | -13.0316 
0.57666 0.397949 | -12.136 
0.562988 0.405762 | -11.0315 
0.570801 0.419434 | -11.9489 
0.570801 0.434082 | -11.5049 
0.583496 0.437012 | -12.0398 
0.589355 0.428223 | -12.7769 
0.589355 0.418457 | -13.1388 
0.578613 0.412598 | -12.6118 
0.591309 0.408691 | -13.297 
0.60791 0.409668 | -13.4703 
0.602051 0.421387 | -13.2578 
0.600098 0.42627 | -13.0367 
0.603027 0.432129 | -12.6524 
0.611816 0.437012 | -12.0301 
0.620605 0.414551 | -12.9073 
0.614746 0.411621 | -13.2582 
0.624512 0.411621 | -12.728 
0.624512 0.39502 | -12.6718 
0.609863 0.395996 | -13.2506 
0.608887 0.400879 | -13.3972 
0.601074 0.402832 | -13.4557 
0.599121 0.401855 | -13.4116 
0.604004 0.396973 | -13.3198 
0.603027 0.390137 | -13.007 
0.60791 0.375488 | -11.9373 
0.623535 0.379395 | -11.9469 
0.611816 0.365723 | -10.9129 
0.600098 0.361816 | -10.2967 
0.622559 0.335449 | -6.71545 
0.580566 0.339355 | -6.46062 
0.566895 0.339355 | -5.90273 
0.575684 0.373535 | -10.3217 
0.51416 0.36377 | -2.06859 
0.54834 0.335449 | -4.6448 
0.51123 0.29834 | -3.21468 
0.531738 0.275879 | -4.73543 
0.569824 0.289551 | -3.99162 
0.621582 0.26709 | -5.07643 
0.664551 0.254395 | -6.57658 
0.653809 0.281738 | -5.37022 
0.64502 0.325684 | -6.11692 
0.638184 0.36377 | -9.95518 
0.668457 0.366699 | -7.77571 
0.666504 0.320801 | -6.874 
0.710449 0.367676 | -3.91873 
0.729004 0.319824 | -6.85254 
0.719238 0.303223 | -7.6724 
0.705566 0.29248 | -7.81596 
0.749512 0.249512 | -4.08823 
0.70752 0.213379 | -3.53742 
0.723145 0.17334 | -5.34801 
0.69873 0.134277 | -7.59496 
0.712402 0.174316 | -5.40068 
0.658691 0.169434 | -8.30999 
0.665527 0.129395 | -7.15417 
0.630371 0.130371 | -8.80905 
0.653809 0.183105 | -8.80811 
0.654785 0.214355 | -8.35455 
0.681152 0.218262 | -6.08713 
0.677246 0.244629 | -6.41219 
0.625488 0.23584 | -8.49186 
0.608887 0.223145 | -9.63514 
0.618652 0.203613 | -10.5093 
0.601074 0.191895 | -10.9343 
0.57959 0.215332 | -9.3332 
0.57373 0.195801 | -9.74411 
0.580566 0.234863 | -8.23868 
0.54248 0.229004 | -6.08155 
0.51416 0.197754 | -3.08301 
0.562012 0.158691 | -9.61759 
0.520996 0.183105 | -4.25606 
0.518066 0.155762 | -4.48059 
0.538574 0.141113 | -7.45689 
0.57373 0.13623 | -10.2181 
0.588379 0.146973 | -10.7947 
0.577637 0.158691 | -10.5998 
0.57959 0.178223 | -10.5291 
0.597168 0.160645 | -11.058 
0.608887 0.174316 | -11.0776 
0.619629 0.163574 | -10.6333 
0.604004 0.143066 | -10.5846 
0.624512 0.131348 | -9.19944 
0.61084 0.101074 | -8.15635 
0.598145 0.0727539 | -6.57489 
0.570801 0.0688477 | -6.54773 
0.580566 0.10791 | -9.28796 
0.509277 0.120605 | -3.97958 
0.540527 0.074707 | -6.14281 
0.526855 0.0620117 | -4.90799 
0.530762 0.00830078 | -2.09799 
0.617676 0.050293 | -4.63891 
0.645996 0.00537109 | -2.98688 
0.648926 0.0551758 | -4.49956 
0.629395 0.106934 | -7.57781 
0.658691 0.111816 | -6.69068 
0.656738 0.0932617 | -5.98323 
0.717285 0.074707 | -7.38393 
0.696777 0.112793 | -7.703 
0.73877 0.11377 | -9.11235 
0.721191 0.0756836 | -7.56658 
0.697754 0.0327148 | -3.77892 
0.750488 0.000488281 | -2.66708 
0.791504 0.0327148 | -4.08184 
0.825684 0.00830078 | -3.82326 
0.853027 0.0375977 | -1.56039 
0.819824 0.081543 | -3.88061 
0.870605 0.0961914 | -4.49615 
0.786621 0.122559 | -6.95948 
0.810059 0.0756836 | -4.54828 
0.775879 0.0805664 | -7.2332 
0.758301 0.103027 | -8.76225 
0.757324 0.127441 | -8.54368 
0.796387 0.146973 | -5.15956 
0.754395 0.163574 | -6.08984 
0.774902 0.23584 | -2.50794 
0.811035 0.192871 | -1.2523 
0.868652 0.181152 | -2.76954 
0.837402 0.151855 | -2.74479 
0.875488 0.125488 | -5.25031 
0.912598 0.151855 | -5.76184 
0.881348 0.184082 | -3.24484 
0.898926 0.219238 | -2.41891 
0.935059 0.19873 | -3.71051 
0.960449 0.219238 | -3.65031 
0.997559 0.194824 | -3.02738 
0.999512 0.124512 | -2.06283 
0.959473 0.0913086 | -5.21455 
0.931152 0.117676 | -6.43275 
0.903809 0.0932617 | -6.14374 
0.937012 0.0620117 | -5.17561 
0.905762 0.0327148 | -2.4111 
0.937988 0.000488281 | -4.09143 
0.969238 0.0317383 | -4.8858 
0.999512 0.0307617 | -5.27168 
0.983887 0.0151367 | -5.29311 
0.60791 0.409668 | -13.4703 
0.603052 0.408337
